user_id,touch_date,channel,campaign_id,conversion_date,revenue,spend
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1069
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1095
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1115
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1128
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1184
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1228
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1259
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1260
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1271
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1308
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1312
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1360
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1365
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1376
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1376
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1392
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1426
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1439
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1440
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1441
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1462
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1472
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1491
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1505
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1515
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1527
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1538
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1594
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1606
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1627
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1665
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1669
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1696
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1734
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1740
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1770
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1800
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1819
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1827
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1948
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1963
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1982
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,1987
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2004
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2015
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2034
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2087
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2096
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2102
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2106
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2121
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2230
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2282
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2298
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2341
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2362
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2365
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2370
U1000,2025-01-31,Google Ads,G002,2025-03-09,412.0,2385
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,336
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,403
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,500
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,501
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,584
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,679
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,697
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,769
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,796
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,802
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,869
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,874
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,895
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,900
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,906
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,933
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,984
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,984
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,998
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1039
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1066
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1075
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1115
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1123
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1150
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1176
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1177
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1196
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1255
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1256
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1316
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1316
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1321
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1369
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1377
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1381
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1382
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1415
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1422
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1429
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1436
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1445
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1447
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1452
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1455
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1456
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1458
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1467
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1552
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1556
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1557
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1582
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1612
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1653
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1663
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1665
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1690
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1709
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1738
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1796
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1840
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1842
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1881
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1931
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1935
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1938
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1949
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1979
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1996
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,1998
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2022
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2033
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2059
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2073
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2110
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2153
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2181
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2181
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2190
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2199
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2223
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2244
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2258
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2259
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2286
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2306
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2356
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2374
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2435
U1000,2025-02-01,LinkedIn,L001,2025-03-09,412.0,2446
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,316
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,364
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,379
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,390
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,419
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,422
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,433
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,460
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,489
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,490
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,506
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,516
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,601
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,630
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,635
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,669
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,672
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,695
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,696
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,752
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,755
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,759
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,770
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,850
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,859
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,862
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,880
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,916
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,948
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,975
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,981
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1008
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1040
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1047
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1050
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1053
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1091
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1153
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1168
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1194
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1272
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1308
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1320
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1351
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1359
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1430
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1491
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1509
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1514
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1519
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1591
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1596
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1663
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1688
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1716
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1743
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1785
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1804
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1815
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1822
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1829
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1829
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1855
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1879
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1889
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1931
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1964
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,1986
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2005
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2007
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2051
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2085
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2116
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2119
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2143
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2184
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2206
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2219
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2231
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2255
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2255
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2269
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2336
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2368
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2382
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2388
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2443
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2491
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2491
U1000,2025-02-02,Facebook,F001,2025-03-09,412.0,2499
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,336
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,403
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,500
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,501
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,584
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,679
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,697
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,769
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,796
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,802
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,869
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,874
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,895
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,900
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,906
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,933
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,984
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,984
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,998
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1039
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1066
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1075
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1115
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1123
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1150
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1176
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1177
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1196
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1255
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1256
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1316
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1316
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1321
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1369
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1377
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1381
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1382
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1415
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1422
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1429
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1436
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1445
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1447
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1452
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1455
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1456
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1458
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1467
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1552
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1556
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1557
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1582
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1612
U1000,2025-02-03,LinkedIn,L001,2025-03-09,412.0,1653
