user_id,channel,revenue,total_touches,attribution_credit,spend
U1014,LinkedIn,,4,,407496
U1015,LinkedIn,,4,,271664
U1015,LinkedIn,,4,,271664
U1015,TikTok,,4,,272278
U1015,TikTok,,4,,272278
U1016,Facebook,,3,,125894
U1016,TikTok,,3,,272278
U1016,TikTok,,3,,272278
U1017,LinkedIn,,3,,135832
U1017,Google Ads,,3,,123692
U1017,TikTok,,3,,136139
U1018,LinkedIn,,4,,135832
U1018,Facebook,,4,,251788
U1018,Facebook,,4,,251788
U1018,Google Ads,,4,,116093
U1019,LinkedIn,732.0,2,366.0,271664
U1019,LinkedIn,732.0,2,366.0,271664
U1020,TikTok,,3,,408417
U1020,TikTok,,3,,408417
U1020,TikTok,,3,,408417
U1021,TikTok,,5,,136139
U1021,LinkedIn,,5,,271664
U1021,Facebook,,5,,125894
U1021,LinkedIn,,5,,271664
U1021,Google Ads,,5,,116093
U1022,TikTok,,5,,272278
U1022,Google Ads,,5,,239785
U1022,Google Ads,,5,,239785
U1022,LinkedIn,,5,,135832
U1022,TikTok,,5,,272278
U1023,LinkedIn,,3,,135832
U1023,Facebook,,3,,127759
U1023,Google Ads,,3,,123692
U1024,Facebook,639.0,5,127.8,381412
U1024,LinkedIn,639.0,5,127.8,135832
U1024,Facebook,639.0,5,127.8,381412
U1024,Facebook,639.0,5,127.8,381412
U1024,TikTok,639.0,5,127.8,136139
U1025,Google Ads,,5,,123692
U1025,TikTok,,5,,272278
U1025,LinkedIn,,5,,271664
U1025,TikTok,,5,,272278
U1025,LinkedIn,,5,,271664
U1026,LinkedIn,,3,,271664
U1026,LinkedIn,,3,,271664
U1026,TikTok,,3,,136139
U1027,LinkedIn,,2,,135832
U1027,TikTok,,2,,136139
U1028,LinkedIn,,2,,135832
U1028,Facebook,,2,,125894
U1029,LinkedIn,,2,,135832
U1029,Google Ads,,2,,123692
U1030,Facebook,,2,,125894
U1030,Google Ads,,2,,116093
U1031,Google Ads,,5,,123692
U1031,TikTok,,5,,272278
U1031,Facebook,,5,,125894
U1031,LinkedIn,,5,,135832
U1031,TikTok,,5,,272278
U1032,Google Ads,,5,,247384
U1032,LinkedIn,,5,,271664
U1032,TikTok,,5,,136139
U1032,LinkedIn,,5,,271664
U1032,Google Ads,,5,,247384
U1033,LinkedIn,,2,,271664
U1033,LinkedIn,,2,,271664
U1034,TikTok,,4,,136139
U1034,Google Ads,,4,,116093
U1034,Facebook,,4,,253653
U1034,Facebook,,4,,253653
U1035,LinkedIn,,3,,271664
U1035,TikTok,,3,,136139
U1035,LinkedIn,,3,,271664
U1036,TikTok,,3,,136139
U1036,Google Ads,,3,,123692
U1036,LinkedIn,,3,,135832
U1037,Facebook,161.0,4,40.25,251788
U1037,LinkedIn,161.0,4,40.25,135832
U1037,Facebook,161.0,4,40.25,251788
U1037,TikTok,161.0,4,40.25,136139
U1038,TikTok,671.0,5,134.2,136139
U1038,LinkedIn,671.0,5,134.2,407496
U1038,LinkedIn,671.0,5,134.2,407496
U1038,LinkedIn,671.0,5,134.2,407496
U1038,Google Ads,671.0,5,134.2,116093
U1039,Google Ads,140.0,3,46.66666666666666,116093
U1039,Facebook,140.0,3,46.66666666666666,125894
U1039,TikTok,140.0,3,46.66666666666666,136139
U1040,Facebook,,3,,125894
U1040,TikTok,,3,,272278
U1040,TikTok,,3,,272278
U1041,Google Ads,,5,,247384
U1041,Google Ads,,5,,247384
U1041,TikTok,,5,,136139
U1041,Facebook,,5,,253653
U1041,Facebook,,5,,253653
U1042,Facebook,,2,,125894
U1042,LinkedIn,,2,,135832
U1043,Google Ads,,2,,116093
U1043,Facebook,,2,,127759
U1044,Google Ads,,4,,116093
U1044,Facebook,,4,,127759
U1044,TikTok,,4,,136139
U1044,LinkedIn,,4,,135832
U1045,Google Ads,,3,,116093
U1045,TikTok,,3,,272278
U1045,TikTok,,3,,272278
U1046,Facebook,,4,,255518
U1046,Facebook,,4,,255518
U1046,TikTok,,4,,136139
U1046,Google Ads,,4,,116093
U1047,Google Ads,,3,,239785
U1047,Google Ads,,3,,239785
U1047,LinkedIn,,3,,135832
U1048,LinkedIn,427.0,5,85.4,271664
U1048,TikTok,427.0,5,85.4,136139
U1048,Google Ads,427.0,5,85.4,116093
U1048,LinkedIn,427.0,5,85.4,271664
U1048,Facebook,427.0,5,85.4,127759
U1049,Google Ads,,4,,116093
U1049,TikTok,,4,,272278
U1049,TikTok,,4,,272278
U1049,Facebook,,4,,127759
U1050,Facebook,194.0,3,64.66666666666667,125894
U1050,LinkedIn,194.0,3,64.66666666666667,271664
U1050,LinkedIn,194.0,3,64.66666666666667,271664
U1051,LinkedIn,,4,,135832
U1051,Google Ads,,4,,239785
U1051,TikTok,,4,,136139
U1051,Google Ads,,4,,239785
U1052,LinkedIn,,4,,135832
U1052,Google Ads,,4,,247384
U1052,Google Ads,,4,,247384
U1052,Facebook,,4,,127759
U1053,LinkedIn,755.0,3,251.66666666666663,135832
U1053,Facebook,755.0,3,251.66666666666663,255518
U1053,Facebook,755.0,3,251.66666666666663,255518
U1054,Google Ads,,2,,123692
U1054,TikTok,,2,,136139
U1055,Google Ads,567.0,4,141.75,239785
U1055,TikTok,567.0,4,141.75,136139
U1055,Facebook,567.0,4,141.75,127759
U1055,Google Ads,567.0,4,141.75,239785
U1056,Google Ads,,4,,363477
U1056,Google Ads,,4,,363477
U1056,LinkedIn,,4,,135832
U1056,Google Ads,,4,,363477
U1057,TikTok,,6,,136139
U1057,Facebook,,6,,377682
U1057,Facebook,,6,,377682
U1057,Google Ads,,6,,247384
U1057,Google Ads,,6,,247384
U1057,Facebook,,6,,377682
U1058,Facebook,,4,,251788
U1058,LinkedIn,,4,,135832
U1058,Google Ads,,4,,123692
U1058,Facebook,,4,,251788
U1059,TikTok,703.0,2,351.5,136139
U1059,Google Ads,703.0,2,351.5,123692
U1060,Facebook,,4,,255518
U1060,TikTok,,4,,136139
U1060,LinkedIn,,4,,135832
U1060,Facebook,,4,,255518
U1061,Facebook,,3,,253653
U1061,TikTok,,3,,136139
U1061,Facebook,,3,,253653
U1062,LinkedIn,,4,,271664
U1062,TikTok,,4,,136139
U1062,LinkedIn,,4,,271664
U1062,Google Ads,,4,,116093
U1063,Google Ads,,2,,116093
U1063,LinkedIn,,2,,135832
U1064,Facebook,,2,,253653
U1064,Facebook,,2,,253653
U1065,LinkedIn,,3,,135832
U1065,Google Ads,,3,,116093
U1065,TikTok,,3,,136139
U1066,TikTok,,2,,272278
U1066,TikTok,,2,,272278
U1067,LinkedIn,960.0,3,320.0,135832
U1067,Facebook,960.0,3,320.0,125894
U1067,Google Ads,960.0,3,320.0,123692
U1068,LinkedIn,,5,,135832
U1068,Facebook,,5,,253653
U1068,TikTok,,5,,272278
U1068,Facebook,,5,,253653
U1068,TikTok,,5,,272278
U1069,LinkedIn,,2,,135832
U1069,Facebook,,2,,125894
U1070,Facebook,,3,,127759
U1070,LinkedIn,,3,,271664
U1070,LinkedIn,,3,,271664
U1071,Facebook,472.0,4,118.0,125894
U1071,LinkedIn,472.0,4,118.0,135832
U1071,TikTok,472.0,4,118.0,136139
U1071,Google Ads,472.0,4,118.0,116093
U1072,LinkedIn,,5,,135832
U1072,Google Ads,,5,,247384
U1072,Facebook,,5,,125894
U1072,Google Ads,,5,,247384
U1072,TikTok,,5,,136139
U1073,Google Ads,,3,,116093
U1073,Facebook,,3,,127759
U1073,TikTok,,3,,136139
U1074,TikTok,,5,,272278
U1074,Facebook,,5,,255518
U1074,TikTok,,5,,272278
U1074,Facebook,,5,,255518
U1074,Google Ads,,5,,116093
U1075,Google Ads,852.0,4,213.0,239785
U1075,TikTok,852.0,4,213.0,136139
U1075,Facebook,852.0,4,213.0,127759
U1075,Google Ads,852.0,4,213.0,239785
U1076,TikTok,197.0,4,49.25,136139
U1076,Google Ads,197.0,4,49.25,123692
U1076,Facebook,197.0,4,49.25,255518
U1076,Facebook,197.0,4,49.25,255518
U1077,Google Ads,,2,,232186
U1077,Google Ads,,2,,232186
U1078,Facebook,,4,,251788
U1078,Facebook,,4,,251788
U1078,TikTok,,4,,136139
U1078,Google Ads,,4,,116093
U1079,LinkedIn,,3,,135832
U1079,Facebook,,3,,127759
U1079,TikTok,,3,,136139
U1080,LinkedIn,,4,,407496
U1080,Facebook,,4,,127759
U1080,LinkedIn,,4,,407496
U1080,LinkedIn,,4,,407496
U1081,Google Ads,,4,,239785
U1081,LinkedIn,,4,,271664
U1081,Google Ads,,4,,239785
U1081,LinkedIn,,4,,271664
U1082,Facebook,,3,,125894
U1082,LinkedIn,,3,,271664
U1082,LinkedIn,,3,,271664
U1083,Google Ads,,4,,355878
U1083,Google Ads,,4,,355878
U1083,Google Ads,,4,,355878
U1083,TikTok,,4,,136139
U1084,Facebook,839.0,6,139.83333333333334,377682
U1084,Facebook,839.0,6,139.83333333333334,377682
U1084,Facebook,839.0,6,139.83333333333334,377682
U1084,Google Ads,839.0,6,139.83333333333334,363477
U1084,Google Ads,839.0,6,139.83333333333334,363477
U1084,Google Ads,839.0,6,139.83333333333334,363477
U1085,TikTok,541.0,5,108.2,136139
U1085,LinkedIn,541.0,5,108.2,271664
U1085,Google Ads,541.0,5,108.2,116093
U1085,LinkedIn,541.0,5,108.2,271664
U1085,Facebook,541.0,5,108.2,125894
U1086,LinkedIn,,4,,271664
U1086,TikTok,,4,,136139
U1086,LinkedIn,,4,,271664
U1086,Facebook,,4,,125894
U1087,TikTok,557.0,2,278.5,136139
U1087,Google Ads,557.0,2,278.5,116093
U1088,LinkedIn,524.0,5,104.8,271664
U1088,TikTok,524.0,5,104.8,136139
U1088,LinkedIn,524.0,5,104.8,271664
U1088,Google Ads,524.0,5,104.8,239785
U1088,Google Ads,524.0,5,104.8,239785
U1089,LinkedIn,,2,,135832
U1089,Google Ads,,2,,116093
U1090,TikTok,960.0,4,240.0,272278
U1090,TikTok,960.0,4,240.0,272278
U1090,Facebook,960.0,4,240.0,125894
U1090,LinkedIn,960.0,4,240.0,135832
U1091,TikTok,,3,,408417
U1091,TikTok,,3,,408417
U1091,TikTok,,3,,408417
U1092,Facebook,,4,,253653
U1092,TikTok,,4,,136139
U1092,LinkedIn,,4,,135832
U1092,Facebook,,4,,253653
U1093,TikTok,192.0,6,32.0,272278
U1093,TikTok,192.0,6,32.0,272278
U1093,Google Ads,192.0,6,32.0,232186
U1093,Facebook,192.0,6,32.0,253653
U1093,Facebook,192.0,6,32.0,253653
U1093,Google Ads,192.0,6,32.0,232186
U1094,Google Ads,,3,,232186
U1094,Google Ads,,3,,232186
U1094,LinkedIn,,3,,135832
U1095,Facebook,,5,,127759
U1095,Google Ads,,5,,239785
U1095,LinkedIn,,5,,271664
U1095,LinkedIn,,5,,271664
U1095,Google Ads,,5,,239785
U1096,LinkedIn,,3,,135832
U1096,Facebook,,3,,255518
U1096,Facebook,,3,,255518
U1097,Google Ads,569.0,2,284.5,239785
U1097,Google Ads,569.0,2,284.5,239785
U1098,Facebook,296.0,5,59.2,127759
U1098,Google Ads,296.0,5,59.2,355878
U1098,LinkedIn,296.0,5,59.2,135832
U1098,Google Ads,296.0,5,59.2,355878
U1098,Google Ads,296.0,5,59.2,355878
U1099,TikTok,,3,,136139
U1099,Google Ads,,3,,116093
U1099,Facebook,,3,,127759
U1100,LinkedIn,,5,,543328
U1100,LinkedIn,,5,,543328
U1100,LinkedIn,,5,,543328
U1100,Facebook,,5,,127759
U1100,LinkedIn,,5,,543328
U1101,Facebook,206.0,5,41.2,381412
U1101,Facebook,206.0,5,41.2,381412
U1101,Google Ads,206.0,5,41.2,123692
U1101,TikTok,206.0,5,41.2,136139
U1101,Facebook,206.0,5,41.2,381412
U1102,TikTok,248.0,5,49.6,136139
U1102,LinkedIn,248.0,5,49.6,407496
U1102,LinkedIn,248.0,5,49.6,407496
U1102,LinkedIn,248.0,5,49.6,407496
U1102,Google Ads,248.0,5,49.6,116093
U1103,TikTok,,2,,136139
U1103,LinkedIn,,2,,135832
U1104,Google Ads,,2,,116093
U1104,Facebook,,2,,127759
U1105,Facebook,,3,,127759
U1105,LinkedIn,,3,,271664
U1105,LinkedIn,,3,,271664
U1106,LinkedIn,,3,,271664
U1106,TikTok,,3,,136139
U1106,LinkedIn,,3,,271664
U1107,Google Ads,829.0,4,207.25,116093
U1107,TikTok,829.0,4,207.25,408417
U1107,TikTok,829.0,4,207.25,408417
U1107,TikTok,829.0,4,207.25,408417
U1108,Google Ads,,3,,123692
U1108,LinkedIn,,3,,271664
U1108,LinkedIn,,3,,271664
U1109,TikTok,994.0,5,198.8,408417
U1109,Google Ads,994.0,5,198.8,232186
U1109,TikTok,994.0,5,198.8,408417
U1109,Google Ads,994.0,5,198.8,232186
U1109,TikTok,994.0,5,198.8,408417
U1110,Facebook,,4,,125894
U1110,TikTok,,4,,272278
U1110,TikTok,,4,,272278
U1110,Google Ads,,4,,123692
U1111,Google Ads,400.0,5,80.0,355878
U1111,TikTok,400.0,5,80.0,136139
U1111,Google Ads,400.0,5,80.0,355878
U1111,Google Ads,400.0,5,80.0,355878
U1111,LinkedIn,400.0,5,80.0,135832
U1112,TikTok,,4,,136139
U1112,Facebook,,4,,253653
U1112,Google Ads,,4,,123692
U1112,Facebook,,4,,253653
U1113,Facebook,461.0,5,92.2,127759
U1113,TikTok,461.0,5,92.2,272278
U1113,Google Ads,461.0,5,92.2,116093
U1113,LinkedIn,461.0,5,92.2,135832
U1113,TikTok,461.0,5,92.2,272278
U1114,Google Ads,,2,,123692
U1114,Facebook,,2,,127759
U1115,LinkedIn,695.0,5,139.0,271664
U1115,Google Ads,695.0,5,139.0,232186
U1115,Google Ads,695.0,5,139.0,232186
U1115,TikTok,695.0,5,139.0,136139
U1115,LinkedIn,695.0,5,139.0,271664
U1116,Facebook,,5,,381412
U1116,Facebook,,5,,381412
U1116,LinkedIn,,5,,135832
U1116,Facebook,,5,,381412
U1116,Google Ads,,5,,116093
U1117,LinkedIn,,4,,135832
U1117,Facebook,,4,,127759
U1117,Google Ads,,4,,239785
U1117,Google Ads,,4,,239785
U1118,TikTok,379.0,2,189.5,136139
U1118,LinkedIn,379.0,2,189.5,135832
U1119,LinkedIn,,3,,271664
U1119,Google Ads,,3,,116093
U1119,LinkedIn,,3,,271664
U1120,Google Ads,322.0,2,161.0,239785
U1120,Google Ads,322.0,2,161.0,239785
U1121,Facebook,,3,,125894
U1121,Google Ads,,3,,116093
U1121,LinkedIn,,3,,135832
U1122,Facebook,469.0,3,156.33333333333334,127759
U1122,TikTok,469.0,3,156.33333333333334,272278
U1122,TikTok,469.0,3,156.33333333333334,272278
U1123,Google Ads,814.0,3,271.3333333333333,232186
U1123,Google Ads,814.0,3,271.3333333333333,232186
U1123,TikTok,814.0,3,271.3333333333333,136139
U1124,TikTok,,3,,272278
U1124,Facebook,,3,,127759
U1124,TikTok,,3,,272278
U1125,TikTok,980.0,4,245.0,136139
U1125,Google Ads,980.0,4,245.0,123692
U1125,LinkedIn,980.0,4,245.0,271664
U1125,LinkedIn,980.0,4,245.0,271664
U1126,Google Ads,,2,,123692
U1126,LinkedIn,,2,,135832
U1127,Google Ads,,4,,116093
U1127,TikTok,,4,,272278
U1127,TikTok,,4,,272278
U1127,LinkedIn,,4,,135832
U1128,Facebook,,3,,377682
U1128,Facebook,,3,,377682
U1128,Facebook,,3,,377682
U1129,LinkedIn,,5,,271664
U1129,Google Ads,,5,,116093
U1129,TikTok,,5,,136139
U1129,Facebook,,5,,125894
U1129,LinkedIn,,5,,271664
U1130,TikTok,751.0,4,187.75,408417
U1130,Facebook,751.0,4,187.75,127759
U1130,TikTok,751.0,4,187.75,408417
U1130,TikTok,751.0,4,187.75,408417
U1131,Google Ads,,5,,239785
U1131,Google Ads,,5,,239785
U1131,TikTok,,5,,136139
U1131,LinkedIn,,5,,135832
U1131,Facebook,,5,,125894
U1132,Facebook,351.0,2,175.5,127759
U1132,LinkedIn,351.0,2,175.5,135832
U1133,Google Ads,,5,,247384
U1133,Google Ads,,5,,247384
U1133,LinkedIn,,5,,271664
U1133,LinkedIn,,5,,271664
U1133,TikTok,,5,,136139
U1134,TikTok,,3,,272278
U1134,Google Ads,,3,,116093
U1134,TikTok,,3,,272278
U1135,TikTok,,3,,136139
U1135,LinkedIn,,3,,135832
U1135,Google Ads,,3,,116093
U1136,Facebook,,3,,253653
U1136,Facebook,,3,,253653
U1136,LinkedIn,,3,,135832
U1137,TikTok,,5,,408417
U1137,TikTok,,5,,408417
U1137,Google Ads,,5,,123692
U1137,LinkedIn,,5,,135832
U1137,TikTok,,5,,408417
U1138,LinkedIn,946.0,6,157.66666666666666,543328
U1138,Facebook,946.0,6,157.66666666666666,253653
U1138,LinkedIn,946.0,6,157.66666666666666,543328
U1138,Facebook,946.0,6,157.66666666666666,253653
U1138,LinkedIn,946.0,6,157.66666666666666,543328
U1138,LinkedIn,946.0,6,157.66666666666666,543328
U1139,TikTok,751.0,3,250.3333333333333,272278
U1139,Facebook,751.0,3,250.3333333333333,127759
U1139,TikTok,751.0,3,250.3333333333333,272278
U1140,Google Ads,,4,,239785
U1140,LinkedIn,,4,,271664
U1140,LinkedIn,,4,,271664
U1140,Google Ads,,4,,239785
U1141,LinkedIn,,5,,135832
U1141,Facebook,,5,,507306
U1141,Facebook,,5,,507306
U1141,Facebook,,5,,507306
U1141,Facebook,,5,,507306
U1142,Facebook,,4,,125894
U1142,Google Ads,,4,,232186
U1142,Google Ads,,4,,232186
U1142,TikTok,,4,,136139
U1143,Google Ads,,3,,247384
U1143,Google Ads,,3,,247384
U1143,TikTok,,3,,136139
U1144,Google Ads,,5,,239785
U1144,Facebook,,5,,255518
U1144,LinkedIn,,5,,135832
U1144,Facebook,,5,,255518
U1144,Google Ads,,5,,239785
U1145,LinkedIn,,2,,271664
U1145,LinkedIn,,2,,271664
U1146,LinkedIn,,3,,135832
U1146,TikTok,,3,,272278
U1146,TikTok,,3,,272278
U1147,TikTok,,3,,136139
U1147,Google Ads,,3,,116093
U1147,LinkedIn,,3,,135832
U1148,Google Ads,,4,,363477
U1148,Google Ads,,4,,363477
U1148,LinkedIn,,4,,135832
U1148,Google Ads,,4,,363477
U1149,LinkedIn,701.0,5,140.2,135832
U1149,Google Ads,701.0,5,140.2,239785
U1149,Facebook,701.0,5,140.2,255518
U1149,Google Ads,701.0,5,140.2,239785
U1149,Facebook,701.0,5,140.2,255518
U1150,Facebook,,2,,127759
U1150,LinkedIn,,2,,135832
U1151,Google Ads,947.0,4,236.75,123692
U1151,TikTok,947.0,4,236.75,272278
U1151,Facebook,947.0,4,236.75,127759
U1151,TikTok,947.0,4,236.75,272278
U1152,LinkedIn,,5,,135832
U1152,Facebook,,5,,253653
U1152,Facebook,,5,,253653
U1152,TikTok,,5,,272278
U1152,TikTok,,5,,272278
U1153,Google Ads,,5,,355878
U1153,Google Ads,,5,,355878
U1153,Facebook,,5,,127759
U1153,Google Ads,,5,,355878
U1153,LinkedIn,,5,,135832
U1154,TikTok,,5,,272278
U1154,Facebook,,5,,125894
U1154,LinkedIn,,5,,271664
U1154,TikTok,,5,,272278
U1154,LinkedIn,,5,,271664
U1155,LinkedIn,892.0,5,178.4,271664
U1155,Facebook,892.0,5,178.4,253653
U1155,Google Ads,892.0,5,178.4,123692
U1155,LinkedIn,892.0,5,178.4,271664
U1155,Facebook,892.0,5,178.4,253653
U1156,LinkedIn,,3,,135832
U1156,Google Ads,,3,,116093
U1156,Facebook,,3,,127759
U1157,TikTok,,5,,272278
U1157,LinkedIn,,5,,135832
U1157,Facebook,,5,,125894
U1157,Google Ads,,5,,123692
U1157,TikTok,,5,,272278
U1158,TikTok,,2,,136139
U1158,LinkedIn,,2,,135832
U1159,Facebook,,4,,127759
U1159,TikTok,,4,,136139
U1159,Google Ads,,4,,123692
U1159,LinkedIn,,4,,135832
U1160,Facebook,,2,,127759
U1160,TikTok,,2,,136139
U1161,TikTok,,2,,136139
U1161,LinkedIn,,2,,135832
U1162,Google Ads,266.0,5,53.2,348279
U1162,Google Ads,266.0,5,53.2,348279
U1162,Facebook,266.0,5,53.2,253653
U1162,Google Ads,266.0,5,53.2,348279
U1162,Facebook,266.0,5,53.2,253653
U1163,LinkedIn,,4,,135832
U1163,Facebook,,4,,253653
U1163,TikTok,,4,,136139
U1163,Facebook,,4,,253653
U1164,TikTok,,2,,136139
U1164,Facebook,,2,,125894
U1165,LinkedIn,,4,,271664
U1165,TikTok,,4,,136139
U1165,Facebook,,4,,125894
U1165,LinkedIn,,4,,271664
U1166,TikTok,,4,,272278
U1166,TikTok,,4,,272278
U1166,Google Ads,,4,,247384
U1166,Google Ads,,4,,247384
U1167,Facebook,421.0,4,105.25,125894
U1167,TikTok,421.0,4,105.25,136139
U1167,Google Ads,421.0,4,105.25,123692
U1167,LinkedIn,421.0,4,105.25,135832
U1168,Google Ads,,2,,123692
U1168,LinkedIn,,2,,135832
U1169,Google Ads,,2,,123692
U1169,TikTok,,2,,136139
U1170,Google Ads,905.0,2,452.5,123692
U1170,TikTok,905.0,2,452.5,136139
U1171,TikTok,,4,,272278
U1171,LinkedIn,,4,,135832
U1171,TikTok,,4,,272278
U1171,Google Ads,,4,,116093
U1172,TikTok,,2,,272278
U1172,TikTok,,2,,272278
U1173,Facebook,,2,,127759
U1173,LinkedIn,,2,,135832
U1174,Facebook,409.0,5,81.8,127759
U1174,Google Ads,409.0,5,81.8,239785
U1174,TikTok,409.0,5,81.8,136139
U1174,Google Ads,409.0,5,81.8,239785
U1174,LinkedIn,409.0,5,81.8,135832
U1175,Google Ads,699.0,5,139.8,232186
U1175,Facebook,699.0,5,139.8,125894
U1175,TikTok,699.0,5,139.8,136139
U1175,Google Ads,699.0,5,139.8,232186
U1175,LinkedIn,699.0,5,139.8,135832
U1176,Google Ads,,2,,116093
U1176,LinkedIn,,2,,135832
U1177,Google Ads,,2,,123692
U1177,LinkedIn,,2,,135832
U1178,TikTok,,2,,272278
U1178,TikTok,,2,,272278
U1179,Google Ads,,2,,123692
U1179,LinkedIn,,2,,135832
U1180,LinkedIn,867.0,5,173.4,135832
U1180,Google Ads,867.0,5,173.4,116093
U1180,TikTok,867.0,5,173.4,272278
U1180,TikTok,867.0,5,173.4,272278
U1180,Facebook,867.0,5,173.4,125894
U1181,Facebook,,5,,377682
U1181,Facebook,,5,,377682
U1181,LinkedIn,,5,,271664
U1181,Facebook,,5,,377682
U1181,LinkedIn,,5,,271664
U1182,Google Ads,,2,,123692
U1182,Facebook,,2,,125894
U1183,Google Ads,,2,,116093
U1183,Facebook,,2,,125894
U1184,TikTok,,5,,408417
U1184,Facebook,,5,,255518
U1184,Facebook,,5,,255518
U1184,TikTok,,5,,408417
U1184,TikTok,,5,,408417
U1185,TikTok,,4,,408417
U1185,TikTok,,4,,408417
U1185,Facebook,,4,,127759
U1185,TikTok,,4,,408417
U1186,TikTok,,2,,136139
U1186,Facebook,,2,,127759
U1187,Google Ads,,4,,239785
U1187,TikTok,,4,,272278
U1187,TikTok,,4,,272278
U1187,Google Ads,,4,,239785
U1188,LinkedIn,,5,,135832
U1188,TikTok,,5,,272278
U1188,Facebook,,5,,127759
U1188,Google Ads,,5,,123692
U1188,TikTok,,5,,272278
U1189,Facebook,429.0,3,143.0,127759
U1189,Google Ads,429.0,3,143.0,232186
U1189,Google Ads,429.0,3,143.0,232186
U1190,Google Ads,,5,,355878
U1190,Google Ads,,5,,355878
U1190,LinkedIn,,5,,135832
U1190,TikTok,,5,,136139
U1190,Google Ads,,5,,355878
U1191,LinkedIn,,2,,135832
U1191,Google Ads,,2,,123692
U1192,LinkedIn,,4,,271664
U1192,LinkedIn,,4,,271664
U1192,TikTok,,4,,136139
U1192,Google Ads,,4,,123692
U1193,TikTok,,4,,408417
U1193,TikTok,,4,,408417
U1193,TikTok,,4,,408417
U1193,Facebook,,4,,125894
U1194,LinkedIn,,2,,135832
U1194,TikTok,,2,,136139
U1195,Google Ads,,5,,116093
U1195,TikTok,,5,,136139
U1195,LinkedIn,,5,,407496
U1195,LinkedIn,,5,,407496
U1195,LinkedIn,,5,,407496
U1196,Google Ads,,5,,239785
U1196,LinkedIn,,5,,135832
U1196,TikTok,,5,,272278
U1196,TikTok,,5,,272278
U1196,Google Ads,,5,,239785
U1197,LinkedIn,,5,,407496
U1197,LinkedIn,,5,,407496
U1197,Facebook,,5,,253653
U1197,Facebook,,5,,253653
U1197,LinkedIn,,5,,407496
U1198,Facebook,,3,,125894
U1198,TikTok,,3,,136139
U1198,Google Ads,,3,,123692
U1199,Facebook,81.0,3,27.0,125894
U1199,LinkedIn,81.0,3,27.0,135832
U1199,Google Ads,81.0,3,27.0,116093
U1200,Google Ads,,5,,247384
U1200,Google Ads,,5,,247384
U1200,TikTok,,5,,136139
U1200,Facebook,,5,,127759
U1200,LinkedIn,,5,,135832
U1201,Facebook,,5,,253653
U1201,Facebook,,5,,253653
U1201,TikTok,,5,,272278
U1201,LinkedIn,,5,,135832
U1201,TikTok,,5,,272278
U1202,TikTok,,5,,136139
U1202,LinkedIn,,5,,271664
U1202,LinkedIn,,5,,271664
U1202,Google Ads,,5,,116093
U1202,Facebook,,5,,125894
U1203,Facebook,,2,,125894
U1203,TikTok,,2,,136139
U1204,Facebook,630.0,5,126.0,255518
U1204,Facebook,630.0,5,126.0,255518
U1204,TikTok,630.0,5,126.0,272278
U1204,Google Ads,630.0,5,126.0,116093
U1204,TikTok,630.0,5,126.0,272278
U1205,Google Ads,,3,,247384
U1205,Google Ads,,3,,247384
U1205,TikTok,,3,,136139
U1206,TikTok,,4,,272278
U1206,Google Ads,,4,,123692
U1206,LinkedIn,,4,,135832
